User,Location,Text,sentiment,probability
QueHypeCR,,2022 EL AÑO DE LOS SUPERHEROES 😍 Le sumas todo lo que va darnos #MarvelStudios  y le sumas todo lo que nos va dar… https://t.co/kpOIQWueA5,Positivo,65
Datos_geek,,"Después de un año de inactividad por parte de #MarvelStudios este año #2021 nos brindará cuatro películas,… https://t.co/aGohQobB3K",Positivo,67
MLibros8,,"Buenas tardes lectores 📖🤓
Les traemos la tendencia del día de hoy... 

Próximos estrenos #MarvelStudios
La más próx… https://t.co/oWmVsjtSNN",Positivo,83
ToleSokovia,Westview / Jerez,"Esto y las series, principal razón para no morirme. #MarvelStudios https://t.co/1nnFt9wM3W",Positivo,64
Cinematrix_mx,México 🇲🇽,"El futuro de #MarvelStudios en películas. Nuevas fechas de estreno anunciadas, nuevos títulos y logos. https://t.co/dKKKktfm2K",Positivo,76
EEscovar23,Buried under a ton of comics.,"Para que no se les olvide JAMÁS, el creador de The Eternals fue Jack “The King” Kirby. A darle el crédito al que se… https://t.co/7yUKlvPnxP",Positivo,72
soloedero,"Distrito Federal, México",Fechas y títulos oficiales de las próximas películas de #MarvelStudios 👊 https://t.co/yOOi6EtRys,Positivo,63
adridev12,"Sevilla, España","#MarvelStudios es la repolla. De la nada te saca cosas maravillosas, de forma inesperada vuelve a hacerte sentir un… https://t.co/NHNR1IrZfm",Positivo,54
xoxojhon,Sanctum Sanctórum,Ésto ocurriendo con las películas que serán estrenadas justo después de The Eternals. Curioso... #MarvelStudios,Positivo,66
Diegox_es,"La Serena, Chile",Solo #Marvel me emociona asi vaya sacadaaa #MarvelStudios https://t.co/VNg985Sl47,Positivo,53
rosesxkissesx,,"NO ES COINCIDENCIA QUE A DIANA, VICTIMA DE ABUSO SEXUAL POR PARTE DEL SMAD EN CALI TAMBIÉN LE DIJERON QUE QUIEN LA… https://t.co/o9WQIWmTfI",Positivo,59
FilosMillennial,"Distrito Federal, México","El título oficial de 'Captain Marvel 2', 'Eternals', 'Black Panther 2', nuevas imágenes y más en el nuevo video inf… https://t.co/BBuphC7gvM",Positivo,77
Adrien24ap,Belgique,PUTAIN DE BORDEL DE MERDE !!!!! #MarvelStudios https://t.co/pwaF26UGid,Positivo,65
josiarganaraz,"Buenos Aires, Argentina",Creo que esto es lo que más me emocionó de lo de #MarvelStudios https://t.co/BY1kRJi2dv,Positivo,58
RicharBernal,México DF,"Directo al ♥️
#MarvelStudios #movies #Fase4 https://t.co/9uEnGFGCEN",Positivo,74
cine_nuevo,"Argentina, Neuquen",Lo que se viene de #MarvelStudios https://t.co/mTxkGSk8hd,Positivo,67
maleficakingdom,,wakanda forever y eternals son las películas que más estoy esperando #MarvelStudios no me decepciones (y pónganme a… https://t.co/BBbFsyods4,Positivo,67
milimercadook,,"¿#NBA o #MarvelStudios  ? o por qué no los dos 

Tremendo crossover. Nacen nuevos superhéroes. https://t.co/4mMWWR0mE3",Positivo,62
BortA98,,"Esperar casi 3 años para poder ver a los nuevos 4 fantásticos, almenos algo es seguro: no pueden ser peores que los… https://t.co/rkTAYsvxJj",Positivo,63
HildaCa35719320,Miguel Hidalgo,Ay no 2022 esperaba que fuera ya...#MarvelStudios,Positivo,61
chetitoscomic,,El futuro es hoy viejo #MarvelStudios https://t.co/g7WDTk8kBd,Positivo,80
SoyStevePalmero,Venezuela,"Heroínas hay... solo que no llevan capa.
Es la próxima en el universo de #MarvelStudios #MarvelFutureRevolution https://t.co/0u2iJwsTnk",Positivo,57
chicamary999,"Zapopan, Jalisco","Si si las películas nuevas... pero en ninguna vamos a tener un cameo Stan lee 🥺 
#StanLee #MarvelStudios https://t.co/e20ggymUfS",Positivo,69
Guayo_channel,España,"🍿NUEVO VÍDEO🍿 ¡Primer vistazo de Kamala Khan para la serie Ms Marvel! Linterna Verde, The Flash y más...

➡️🎥… https://t.co/9FS7bPvfN2",Positivo,79
RaullMunoz,Venustiano Carranza,"El adelanto que todos esperábamos.
 
#Marvel dió una probada de lo que serán las películas que conformarán  la espe… https://t.co/d7Lf58CdOF",Positivo,65
Jandrakjdhd,,Ahora sí se viene lo chido!! Hay Marvel pa rato 🥰🥳 #MarvelStudios,Positivo,71
Israel_Garcia56,"Puebla, México",Muchos se emocionaron por esto pero lo personal me da miedo que no se haga como se debe esta película… https://t.co/iqtOPfb0jj,Negativo,63
Melisa__Zarate,"Corrientes, Argentina",Gracias por tanto ❤️👏😱 #MarvelStudios https://t.co/kEDHQMLBOv https://t.co/6VemUmHLTk,Positivo,84
NacionFlix,,"¿Qué pasó Marvel? Siendo una de las producciones más esperadas, generó tanta emoción que un error se les escapó… https://t.co/nEXf9xg7pX",Positivo,56
vargasjhanna,argentina,#MarvelStudios nunca me decepciona por dios 😍😄 # https://t.co/LVVEKKW8Im,Positivo,60
geek_popnews,,"Fechas oficiales de los próximos estrenós de Marvel. 🤯🤯🙊

#Marvel #MarvelStudios #ShangChi #Eternals #BlackWidow… https://t.co/Bw6EwbA4Zl",Positivo,62
eltubazodigital,"San Juan de los Morros, VE","Marvel Studios anunció este lunes, en un vídeo promocional, las películas que tiene previsto lanzar en los próximos… https://t.co/iF66O9GskV",Positivo,69
Que_Peks,Mexico,El presidente de #MarvelStudios Kevin Feige ha revelado que Doctor Strange iba a tener una aparición sorpresa en el… https://t.co/agWGBIQHea,Positivo,71
MonSteger82,"Atizapan, Estado de México",Dioses del Olimpo. Cuanta belleza en un solo trailer. #Marvel #MarvelStudios #MCU https://t.co/khj3diBj0U,Positivo,61
__vgo,"Lima, Peru","Yo viendo todo lo que Marvel nos tiene preparado para los próximos años 🥺💕. Hype 🔥.

#MarvelStudios https://t.co/aRQHIqsX05",Positivo,68
FlarrowAndMore,,"Esto es todo lo que se viene entre 2021, 2022 y 2023. 😱😱 ¡Ganazas! #MarvelStudios #Marvel https://t.co/Xqe9KA1eLC",Positivo,65
Paulina38427340,,"Stan Lee  Estámos orgullos  que somos  Fans de Marvel   #MarvelStudios 
#StanLee https://t.co/2J6KEdZfhZ",Positivo,68
evacabrera,instagram: @evacabrera,"vgas cuantos feelings D: y cuánta plata hay aquí, ahora sí que Marvel pa siempre. #MarvelStudios hagan esto con los… https://t.co/PZ9FD3hZ7U",Positivo,69
n24_carabobo,"Carabobo, Venezuela",#3May #Espectaculos #MarvelStudios  anuncia su nuevo calendario de estreno para películas de fase 4 https://t.co/PEqYhVBO0f,Positivo,77
kicokb24,Lordran,"Venom del otro dia! 🕷🕸

Espero que os mole! 
#Venom #MarvelStudios #marvel #tattoo #tattooart #tatuajes #madrid https://t.co/m5mdjQjAKK",Positivo,75
fedeg57,Argentina,Increíble el video de #MarvelStudios https://t.co/Diy5Up5HL6,Positivo,69
TeChaiMate,entre facturas y criollitos,Se vienen los Fantastic Four!!! 🥲 #MarvelStudios https://t.co/OjUdRGAEUm,Positivo,65
BoALov3r,Night City,Mi hype ahora mismo. #MarvelStudios #DCEU https://t.co/0Kqq6Jw9uP,Positivo,68
_Guada_8,,#MarvelStudios #StanLee  yo después de ver el video q salió de Marvel https://t.co/sn3rNW5SXv,Positivo,71
YoSoyGaliaMx,♥️ Ciudad de México 🇲🇽 ,"#CDMX #cinito #ShangChi #MarvelStudios #septiembre 
ES MOMENTO TOME SU LUGAR 👊
💎💎💎  SEPTIEMBRE 3, 2021... 
A LA VUE… https://t.co/L6pLVrWyjI",Positivo,67
aledelestero,"Rosario, Argentina","Mi vida tiene sentido por los próximos dos años.
#MarvelStudios #Avengers #marvel https://t.co/ArFCs7mTmd",Positivo,60
acinematiclook,Puerto Rico,Aún no supero los new Marvel clips y los próximos movies que van a salir 😭🙌🏻 #marvelphase4 #MarvelStudios,Positivo,59
Mario_Alvarez87,ESPAÑA,"Ojo a todo lo que se viene 🤤
#MarvelStudios https://t.co/5hZonriEuE",Positivo,66
MarRebWarship,she!her,"Sigo flipando con el pedazo video de Marvel, con la voz de Stan de fondo y con todos los títulos de las nuevas pelí… https://t.co/AwHsgihFMJ",Positivo,70
DailyFilmDF,,"Hoy se anunció que la fecha para ""SPIDERMAN NO WAY HOME"" se mantiene en el 17 de Diciembre de 2021.
¿Podríamos ver… https://t.co/3cmfLfGAXV",Positivo,76
bymartinortiz,"Madrid, Comunidad de Madrid",#MarvelStudios ha sacado músculo y demuestra que está más en forma que yo... https://t.co/eZk4MPwK1w,Positivo,60
jolivarestolosa,Valencia,"#MarvelStudios se la ha sacado con un tráiler brutal que avanza la #Fase4, revela títulos y próximos proyectos. Lo… https://t.co/I9lzWaPGtv",Positivo,63
derincejorozco,"Cali, Colombia","En Colombia necesitamos ayuda. 

NOS ESTAN MATANDO

#EsmadAsesino #ColombiaEnAlertaRoja #3Mayo #방탄소년단… https://t.co/CF8dpENHZu",Positivo,62
MVS102_5,CDMX,"¡#MarvelStudios revela el título de la secuela de #BlackPanther! 😵 Se llamará ""Black Panther: Wakanda Forever"" y se… https://t.co/BdijDdBPJG",Positivo,65
AlertaGeekCL,Chile,"Marvel Studios nos presenta un conmovedor video celebrando sus películas, haciendo un recorrido por todo el MCU. Ta… https://t.co/99LXsoA2b7",Positivo,67
Chrispy91889043,,"Marvel Studios celebra el cine https://t.co/SVHQWbGyUJ a través de @YouTube 
Los pelos de punta casi se me saltan l… https://t.co/BgOnS47lAq",Positivo,73
sofia_oller,Chile,Y se me puso la piel de gallina #MarvelStudios,Positivo,61
cheems_reloaded,,"Muy bonito tu Snyder Cut, Esperacita. Pero... Ahora me toca a mí, maldita criada.
#MarvelStudios",Positivo,71
quienesivana,Peru,QUE TAN EMOCIONADA CREEN QUE ESTOY. #mcu #MarvelStudios #NO ESTOY LISTA. gracias papá por aguantarme. https://t.co/XxKTRgNsyO,Positivo,82
Aader7_,,"EMOCIONADO 🔥
🗓DÍAS QUE FALTAN PARA EL ESTRENO DE LAS PELÍCULAS DE LA FASE 4:
#BlackWidow: 66
Shang-Chi: 122
Eternal… https://t.co/hwNTxBuYh3",Positivo,66
laritcueva,,"🚨 ESTRENOS DE LA FASE 4 #MARVELSTUDIOS 🚨

#BlackWidow #ShangChi #Eternals #SpiderManNoWayHome  #DoctorStrange… https://t.co/rpVFK6XBxm",Positivo,65
ChariP_C,,Tengo tantas emociones dentro ahora mismo que mi psicóloga va a flipar esta semana conmigo. He visto el vídeo 10 ve… https://t.co/p5aKBa7zLE,Positivo,66
KikoMcClane,"A Coruña, España","¡VENGA VÁMONOS! (Y con la voz de @TheRealStanLee ) #MarvelStudios
@MarvelStudios #marvelphase4 #Eternals https://t.co/UNZEUqLktg",Positivo,67
Naciongamer_LAT,,"#MarvelStudios confirma su lista de películas para los próximos años, comenzando con #BlackWidow en Julio de este m… https://t.co/08o5VuZQw5",Positivo,55
badassvegansoul,"California, USA",@heroichollywood VAMOS!! #MarvelStudios,Positivo,74
Anzhakutain,Gregorio de Laferrere,"Primer vistazo de #Eternals, el nuevo film de #MarvelStudios dirigida por la ganadora del Oscar #ChloéZhao y protag… https://t.co/kjKTUK4mB8",Positivo,78
xDarkChen,Sevilla,"DIOOOOOS LO QUE SE VIENE!!!

#MarvelStudios

https://t.co/8DLrBtsgLY",Positivo,66
Jon_Lucas_,"Región de Murcia, España","Las necesito ya todas, asi.. seguidas una detrás de otra 😧🤤 #MarvelStudios https://t.co/7Fyv0Tspy9",Positivo,70
Domoheimer,Madrid / Salamanca / Sanabria,Si te gusta #Marvel prepárate a lo que se viene los próximos años #FaseIV https://t.co/zkmtRwhSmU #MarvelStudios,Positivo,63
AnaMata_9,"Santander, España",Todos los fans de Marvel al ver el avance de la Fase 4 #MarvelStudios  #Marvel #MarvelFutureRevolution https://t.co/7gjSKa2Q8t,Positivo,71
Shannon41270152,,@MarvelStudios @Kevfeige @Marvel #MarvelStudios @FantasticFour #FantasticFour #Marvel X-Men🎞️@WaltDisneyCo @Disney… https://t.co/ZozezOALoQ,Positivo,64
GaboGamer92,,"Nuevos vistazos 👀👀
Nuevas fechas 🗓🗓

#MarvelStudios https://t.co/PNQs2FuGd1",Positivo,73
RinconDeMarvel,,Por si alguien quiere volver a verse el MCU he hecho este poster de el orden cronológico de #MarvelStudios https://t.co/0XHwuQNmlg,Positivo,63
Yosoyeldiablo,El Ombligo de la Luna,#MarvelStudios por favor no arruinen la película de los #FantasticFour. Neta no pasa nada si se trata de una famili… https://t.co/cpZ11LbWkw,Positivo,64
Eddmndivil,,"No mms neta estoy súper emocionado por el UCM 🥺 ya había olvidado este hype, gracias #MarvelStudios

""NOS VEMOS EN EL CINE"" 🙌🏻",Positivo,87
Jhos_allen,,Yo viendo el nuevo video que acaba de lanzar #MarvelStudios 😭😭 https://t.co/1eVLUSfKYk,Positivo,81
CatonPisani,"Madrid, España",Coronavirus vete a la mierda y déjame disfrutar la fase 4 de #MarvelStudios en paz y en el cine,Positivo,69
revista_cnxn,México,"#MarvelStudios Revela las fechas de estreno de las próximas películas del MCU:

9 de Julio: 'Black Widow'
3 de sept… https://t.co/mlL5qHuYmC",Positivo,67
goldenemiliaco,México ,"Las pelis de las tres primeras fases fueron buenísimas y superiores, pero las que se vienen, se ven igual de buenas… https://t.co/to1zRuIUtO",Positivo,73
SoyKenMendoza,"Caracas, Venezuela","♥️ Un día como hoy necesita una dosis de maravillas. 

Lo mejores momentos están aquí 🥰

#MarvelStudios 

https://t.co/yI73bGQyE7",Positivo,82
biebersmxbts,,"oh por Dios copito ahre 

ANGELINA😍

#MarvelStudios https://t.co/BphlRLwocd",Positivo,63
gilbertovaladez,MEXICO,Lupita Nyong’o aseguró que Black Panther 2 será “muy respetuosa con la pérdida” de Chadwick Boseman #MarvelStudios🙏🎥 https://t.co/ZrRIMMCuoT,Positivo,65
ActressThor,,Maja 🥺♥️🔥 #MarvelStudios 😚 https://t.co/FSzSYdmkCR,Positivo,66
AlbertoTurinXI,,Y así empieza a rodar los engranajes de la fase 4 de #MarvelStudios  es un deleite para los ojos i emocionante con… https://t.co/S0E4SRwCso,Positivo,72
Martha_Herrera,Veracruz,El mundo puede cambiar y evolucionar. Pero lo único que nunca cambiará es que todos somos parte de una gran familia… https://t.co/97nXbRHmNl,Positivo,77
R0_Giselle,,"Me encanta 😍
#CaptainMarvel2 #MarvelStudios #TheMarvels https://t.co/3hgAKyUTuC",Positivo,74
ristaknight,,"Fechas para las próximas producciones de #MarvelStudios 

Black Widow 9 de Julio del 2021

Shang-Chi and The Legend… https://t.co/hHsLHHZSQJ",Positivo,69
Andres93mata,,Mi primo @Victorminiyo99 y yo tendremos 70  y 65 años respectivamente y seguiremos yendo al cine a ver películas de… https://t.co/WEFJy8MloE,Positivo,69
AlertaGeekCL,Chile,"La nueva fase del universo cinematográfico contempla estrenos hasta el 2023. 
Conócelos aquí:… https://t.co/pn0TrRBkeD",Positivo,75
cannabismedmx,México,#MarvelStudios 👉Los efectos calmantes del Aceite de Cannabis puede dar a los artistas una mentalidad más creativa.🍃… https://t.co/B7ArD7IMR3,Positivo,56
NoticiasMarvelS,,Todo lo que se viene de #MarvelStudios gracias por todo Stan Lee💕 https://t.co/Vnt2KzUExx,Positivo,87
Domevik,"Quito, Ecuador",Los nuevos estrenos de #MarvelStudios me hacen feliz y más porque desde 2019 los cines ya no eran lo mismo. https://t.co/lgmofQyC0M,Positivo,77
CineInformacion,,"#MarvelStudios anuncia los próximos largometrajes de la Fase 4 del #MCU
#blackwidow #shangchi #eternals… https://t.co/Z0MIQBmgz6",Positivo,65
StefanoOficiall,"Carapicuíba, Brasil",#MarvelStudios teste,Positivo,61
cinestr3s,"Monterrey, N.L.","A través de un video especial donde #MarvelStudios presentó sus películas venideras, tenemos el primer vistazo ofic… https://t.co/2MfR1yZV74",Positivo,75
FansVaneHudgens,,"Me parece justo,para este encierro,
un poco de ti,en cada uno de mis sueños
#SiguemeYTeSigo #FraseDelDia… https://t.co/qFdkFWU7Gz",Positivo,54
SertArt_Gtz,,"Sale el trailer de la #Fase4 de #MarvelStudios 
Yo: -¿Quieres ver todas las películas de la fase 4 conmigo? 🥺 
*env… https://t.co/luiQWmOh36",Positivo,76
jorgitosaenz17,"Buenos Aires, Argentina","Lo de Marvel hoy.

#MarvelStudios https://t.co/XypfME4C1e",Positivo,79
marioariel79,Ciudad Autónoma de Buenos Aire,"https://t.co/qr2FZXHxvr
Descarga y empeza a ganar 
#marvel
#StanWorld 
#Station19 
#Stanlee 
#MarvelStudios… https://t.co/w7T3edSMCK",Positivo,69
VisualChannel_,Mexico,Marvel ha anunciado la fecha de salida de sus películas para 2022 y 2023 y confirma los títulos #marvel… https://t.co/INqHljt6TW,Positivo,59
luis_tangay,"Mexico, DF","De #MarvelStudios  

¿Cuál película esperas más? 

#WakandaForever 

#SpiderMan3 

#BlackWidow… https://t.co/e43SidXe2j",Positivo,65
hemswxrthbae,Idris ,PASARON DOS AÑOS Y AUN SIGO AFECTADA POR ENDGAME #MarvelStudios,Negativo,50
noticiasHQ,,"Arranca la semana pensando que se descuentan días en la espera rumbo a #SpiderManNoWayHome 🕸

#MarvelStudios https://t.co/Mwc6Cu9buI",Positivo,63
MeliiSoler,,"Soy fan de #MarvelStudios ,pero este video me hizo serlo aún más ❤️ https://t.co/vZjfK6yk8l",Positivo,66
hemswxrthbae,Idris ,NO ESTOY PRPEARADA ES MUCHO #MarvelStudios,Positivo,61
JaviMendez96,"Sevilla, España","Que orgulloso estoy de ser fan de #MarvelStudios 
""Después de Endgame se va a ir a la mierda"" decían algunos 🤣🤣🤣🤣🤣🤣… https://t.co/H7eR8U5KMc",Positivo,63
EL_PICHULITAS,,"@Bill_eltartaja aonde qliao , camilita vallejo es lejos la mas linda , su sapito debe oler a rosas recien cortadas… https://t.co/8nsF8x2kAc",Positivo,63
crismaurivas,"Neiva, Colombia",Junto con el vídeo emotivo que lanzó #MarvelStudios tenemos pequeños vistazos de sus próximos proyectos con sus fec… https://t.co/YQWQVqjXe0,Positivo,67
proxcinemente,"Monterrey, Nuevo León","🧵Hilo

Titulos y fechas de estreno de todas las películas de la Fase 4 del Universo Cinematográfico de Marvel.💥… https://t.co/oAXSzDg2GA",Positivo,72
BusInsiderMX,México,"#MarvelStudios reveló las fechas de estreno de sus próximas películas 🤩
Incluyendo la secuela #BlackPanther: Wakand… https://t.co/8cU3DZ4mLz",Positivo,66
ajenoaltiempo,Recalculando,"Si #MarvelPodcast no es el más rápido le pega en el palo.

A tope con lo nuevo de #MarvelStudios

#Podcast… https://t.co/Gm6DaPkuo7",Positivo,73
rafosky10,Puertollano,"#MarvelStudios Muchos anuncios y uno a futuro ""muy sutil""
No digo nada y lo digo todo:

Fase 4 https://t.co/h7o3IVqigr",Positivo,71
PrimeraPlana_P,Puebla de Zaragoza,"#MarvelStudios confirmó sus nuevos lanzamientos de películas y series.
Entre ellos destaca Black Panther 2 que será… https://t.co/xcEs2KU6DA",Positivo,69
junkibit,,Muy emotivo el nuevo tráiler del #UCM #MarvelStudios donde se pueden ver las fechas para los siguientes estrenos y… https://t.co/puAdxCgFZo,Positivo,74
AlexGio2099,"Yucatán, México","#MarvelStudios ha liberado las fechas y logos oficiales de sus próximos proyectos

#BlackWidow: 9 de Julio… https://t.co/tvw53deXIr",Positivo,64
elizamar240B,"Boca del Río, Veracruz de Igna","El 30 de abril cumplió 13 años de que se estrenó #IronMan, película que marcó el inicio del #MCU con #TonyStark com… https://t.co/1c2x8XSbPP",Positivo,67
Rick_gmart,New Asgard,"Marvel Studios rompiéndola con la Fase 4! 💥🙌🏽 El futuro es prometedor!

PS: Cheers por los títulos de ""The Marvels""… https://t.co/GZmdSc3tkK",Positivo,71
cecicruz__,,"Ya quiero verla!! 💛✨
Solo porque estará Salma 😁
No soy tan fan de las películas de Marvel pero la de Iron man la pu… https://t.co/YVt9jRvnxN",Positivo,67
Skelepa, México,"Esto es lo más hermoso que verás el día de hoy, gracias #StanLee 🙏🏻 #MarvelStudios #MCU https://t.co/4kxaUOmo97",Positivo,90
GeekNews21,"Aguascalientes, México","Por primera vez en la historia de #MarvelStudios se estrenarán 4 películas en sólo 1 año.

- #BlackWidow (JULIO)
-… https://t.co/d1G8Igw5jE",Positivo,71
geek_popnews,,"! OMG ¡ 🤯🙊🙊

Primeras imágenes de ""Eternals"".

La película se estrenará el 5 de noviembre del 2021. 

#Marvel… https://t.co/ShjSjhA0yy",Positivo,66
thegeekcore10,,"Títulos y fechas para las próximas películas de #MarvelStudios 
""Black Panther: #WakandaForever"": 8 Julio 2022.
""Th… https://t.co/Sb6fut7eGf",Positivo,65
CineInformacion,,“El mundo puede cambiar y evolucionar pero la única cosa que nunca cambiará es que todos somos parte de una gran fa… https://t.co/XbJDHzx2gz,Positivo,72
cinepaticoblog,"Alicante, Comunidad Valenciana",Que guay todo lo de #MarvelStudios pero ¿por qué se empeñan en hacerme daño y no decir nada de ellos? https://t.co/TdwWzXyOxe,Positivo,56
lachinasweet88,Panamá,"Hoy #MarvelStudios me dice cuidate del covid, te quiero viva para que puedas ver este maravilloso universo 🥰🥰🥰🥰🥰🥰😍😍… https://t.co/Z7kVFBk3g5",Positivo,80
MachiwiGeekiest,,"#MarvelStudios anuncia las fechas y títulos para nuevas películas de la fase 4:

#BlackPantherWakandaForever: 8 de… https://t.co/xKQMJiVLjQ",Positivo,68
ArianaaHolland,,Las peliculas del UCM son lo mejor que existe en esta vida😭 #MarvelStudios,Positivo,80
droidetv,"Guadalajara, México","Los anuncios se la fase 4 de #mcu
#MarvelStudios #marvel #marvelmcu #mcuphase4 https://t.co/QsloeCtkSx",Positivo,66
unocero,"México, D.F.",Nosotros esta mañana 😍 #MarvelStudios https://t.co/2OWfVeuqKv,Positivo,79
Kasandrex,"San Lorenzo, Paraguay","Soy soy viendo el trailer jajaja
#MarvelStudios https://t.co/ICaMD1Ppf2",Positivo,70
EspanaMarvel,"Castellón de la Plana, España",Esto acaba de empezar... Trailer de la fase 4 de #MarvelStudios que puta pasadaaaaaaaa https://t.co/dazVkfLmoa,Positivo,66
nonosmagazine,Chile,"Fechas de los próximos estrenos de #MarvelStudios. 🤩💥

2021
#BlackWidow #ShangChi #Eternals #SpiderManNoWayHome

20… https://t.co/wyEE8w8WPZ",Positivo,64
AdanRodrguez12,,"SI ERES MENOR DE EDAD TE VA A GUSTAR LA MIERDA DE #MarvelStudios, SI SOLO BUSCAS LIKE PARA TRAGAR TE VA A GUSTAR LA… https://t.co/EtID7aQtFx",Positivo,53
CineLlevar,,Tenemos fechas de estreno para los nuevos proyectos de #MarvelStudios... Esto es mejor de lo que esperaba 🙌 https://t.co/CutrwAsfdl,Positivo,82
OctavioAngel19,Ecatepec de Morelos,#MarvelStudios trae para ti el calendario de las próximas películas https://t.co/wikYJWUxSY,Positivo,68
ayearnelli,Ciudad Autónoma de Buenos Aire,Lo peor que le podes hacer a una ansiosa fantaica de marvel es darle este video.. QUIERO YA TODAS  #MarvelStudios… https://t.co/zaOSvveItl,Positivo,56
OctavioAngel19,Ecatepec de Morelos,"Se estrenó los siguientes estrenos que 
#MarvelStudios trae para ti https://t.co/6owqNoxweE",Positivo,66
didisemeco_13,Chile,"Muy lindo! Muy emotivo con la voz de Stan Lee de fondo, jugando con nuestra nostalgia y haciéndonos flipar colores… https://t.co/BUtNWNC4Lh",Positivo,65
karylovesniall,she/her,"HOY SE LLORA FUERTE
#MarvelStudios https://t.co/3d7jEs8T2E",Positivo,77
Maurici58580183,Chajarí,"Más vale que el mes que viene estén abierto los cines o acá se pudre el guiso...
#MarvelStudios 
#BlackWidow… https://t.co/Qzs7XlJE4L",Positivo,69
Kasandrex,"San Lorenzo, Paraguay","Yo viendo de vuelta a todas las escenas épicas de #Marvel ""on your left"", ""Avengers Assamble"", ""Wakanda Foreva"" y o… https://t.co/KdNxeg9NGl",Positivo,76
ifureallyok,"Machala, Ecuador",Estos de #MarvelStudios se volvieron loquisimos. 🤯,Positivo,62
Pop_Extremo,,#MarvelStudios anuncia las nuevas películas del MCU 😱🙌(+FOTOS) https://t.co/bI5lXFOaNA https://t.co/zPAeEfQRPT,Positivo,73
funcinemamdq,Mar del Plata,#MarvelStudios celebra a las películas con un adelanto de los próximos films de la #Fase4 del #MCU. Miralo acá https://t.co/YV5k0DhKOq,Positivo,66
elsolde_mexico,Ciudad de México,"¡La pandemia no detiene a #MarvelStudios! 

Aquí los logos, nombres y fechas de estreno de sus próximas películas 👇

https://t.co/UCvwQTkxCK",Positivo,66
ElFrikiCubano,Lo mismo en Marvel que DC ,"La verdad no encuentro mejor titulo para #BlackPanther2, creo q es gran homenaje tambien a #ChadwickBoseman.… https://t.co/KD4o8FQaNg",Positivo,89
Giannacl,Enamorada de mi media isla,"…y continúa:
#BlackPanther
#BlackPantherWakandaForever 
#GuardiansOfTheGalaxy 
#GuardiansOfTheGalaxyVol3… https://t.co/d7SNXTq3oo",Positivo,65
toysmanoficial,"Buenos Aires, Argentina","No tenes los $55.000 para comprarte el escudo original del #CapitanAmerica, el amigo de #ArtAttack John Walker te a… https://t.co/RkNU3WN7m6",Positivo,69
Kasandrex,"San Lorenzo, Paraguay",El hype por los cielooos #MarvelStudios https://t.co/KcqxRUwOSk,Positivo,66
postamx,www.facebook.com/postamx,"Se confirman las secuelas de las películas más esperadas de  #MarvelStudios 

#BlackPanther #CaptainMarvel #Marvel… https://t.co/m4eDRCOER4",Positivo,65
Kasandrex,"San Lorenzo, Paraguay",Así mismo #MarvelStudios https://t.co/A9BkABqOEU,Positivo,65
KillerMari0,"Nueva Asgard, Midgard 🌎","¡La fase 4 de #MarvelStudios en el cine! 🤩

Thor: Al final todo parece arreglarse! 🌤

#Marvel #Memes #Noticias https://t.co/fgnznTrE5W",Positivo,63
Kasandrex,"San Lorenzo, Paraguay","Aaaaaahhhhhhhggggggrrrre maldito seaaas #MarvelStudios ya cállate y toma mi sucio dinero 💸😂
https://t.co/XiQ76eZRBm",Positivo,50
MinutoInfoVZLA,Caracas ,"#3Mayo Marvel revela el primer corto de su próxima película “Eternals”🚨 (+Info) 👇🏼

https://t.co/MGXfgDxwtx… https://t.co/fdLLVVUKeE",Positivo,70
YoleocomicsESP,,Quería celebrar el que hoy sabemos nuevas fechas de la #Fase4 de #MarvelStudios y tenemos nuevas imagenes de… https://t.co/VvdDpoFbiS,Positivo,79
shaulen_fool,Wakanda,Al igual que la fase 2 #MarvelStudios se está haciendo meso y se está extendiendo ahí metiendo personajes x qué no… https://t.co/hadbk6GAFF,Positivo,62
CristianJarax,En todas partes ,"Acá saliendo de clases virtuales y me encuentro con esto, no les miento cuando digo que este trailer me hizo llorar… https://t.co/UsZxGIcXy1",Positivo,67
KillerMari0,"Nueva Asgard, Midgard 🌎","La película de los #4Fantasticos podría cerrar la Fase 4 de #MarvelStudios en 2023! 4️⃣

¡Magnífico, magnífico! 🤩… https://t.co/OMr1HLr47O",Positivo,63
Giannacl,Enamorada de mi media isla,"…y la lista de estrenos de #MarvelStudios continua:
#Thor
#ThorLoveAndThunder 
#DoctorStrange… https://t.co/gHpL2BO3qk",Positivo,64
sjar73,"Málaga, España",Marvel siempre será Stan Lee ❤️ lo que aún queda por venir es impresionante #stanlee #MarvelStudios https://t.co/zmXuOGjTO2,Positivo,69
